Name,AddressLine1,AddressLine2,CityStateZipRaw,City,State,Zip,Phone,Email,Website,DateTimeScraped
HIRSCH WINERY LLC,45075  BOHAN DILLON RD,,"CAZADERO CA, 95421",CAZADERO,CA,95421,(508) 648-2505,coastalcompliance@comcast.net,,10/28/2016 10:10:11 AM
HONIG VINEYARD & WINERY LLC,850 RUTHERFORD RD,,"RUTHERFORD CA, 94573",RUTHERFORD,CA,94573,(707) 963-5618,carol@honigwine.com,www.honigwine.com,10/28/2016 10:10:11 AM
C AND C WINE SERVICES INC,2134 OLIVET RD,,"SANTA ROSA CA, 95401-3819",SANTA ROSA,CA,95401,(707) 546-5712,christine@hookandladderwinery.com,www.hookandladderwinery.com,10/28/2016 10:10:11 AM
HOURGLASS WINE COMPANY INC,817 LOMMEL RD,,"CALISTOGA CA, 94515",CALISTOGA,CA,94515,(707) 284-2828,licensing@compliance-connect.com,,10/28/2016 10:10:11 AM
NIEBAUM-COPPOLA ESTATE WINERY LP,1460  NIEBAUM LANE,,"RUTHERFORD CA, 94573",RUTHERFORD,CA,94573,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:11 AM
IRON HORSE VINEYARDS LP,9786 ROSS STATION RD,,"SEBASTOPOL CA, 95472-2137",SEBASTOPOL,CA,95472,(707) 887-1507,brent@ironhorsevineyards.com,www.ironhorsevineyards.com,10/28/2016 10:10:12 AM
ISENHOWER CELLARS LLC,3471 PRANGER RD,,"WALLA WALLA WA, 99362-7307",WALLA WALLA,WA,99362,(509) 526-7896,INFO@ISENHOWERCELLARS.COM,www.isenhowercellars.com,10/28/2016 10:10:12 AM
LOOSEN CHRISTOPHER WINES LLC,6525 SW BURLINGAME AV,,"PORTLAND OR, 97239",PORTLAND,OR,97239,(503) 231-5094,jchristopherwines@gmail.com,,10/28/2016 10:10:12 AM
JACUZZI FAMILY VINEYARDS LLC,24724 ARNOLD DR,,"SONOMA CA, 95476",SONOMA,CA,95476,(707) 284-2828,licensing@compliance-connect.com,,10/28/2016 10:10:12 AM
JACK JOHN INVESTMENTS INC,5620 VINEYARD DR,,"PASO ROBLES CA, 93446-9685",PASO ROBLES,CA,93446,(805) 226-4200,Josh@jadavineyard.com,www.jadavineyard.com,10/28/2016 10:10:12 AM
JAM CELLARS INC,4202 STAGE GULCH RD,,"SONOMA CA, 95476-9739",SONOMA,CA,95476,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:12 AM
THE HARDER GROUP,5014 SILVERADO TRAIL,,"NAPA CA, 94558",NAPA,CA,94558,(805) 239-4502,the.harder.group@compli-beverage.com,,10/28/2016 10:10:12 AM
JRV LLC,1 KIRKLAND RANCH RD,,"AMERICAN CANYON CA, 94503",AMERICAN CANYON,CA,94503,(707) 284-2828,licensing@compliance-connect.com,,10/28/2016 10:10:12 AM
JESSUP CELLARS HOLDING COMPANY LLC,25 ENTERPRISE WAY,UNITS 4 - 8,"NAPA CA, 94558",NAPA,CA,94558,(707) 326-1378,compliance@tglwc.com,www.tglwc.com,10/28/2016 10:10:12 AM
JOHN ANTHONY VINEYARDS LLC,25 ENTERPRISE CRT,,"NAPA CA, 94558",NAPA,CA,94558,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:12 AM
EDWARDS WINES LLC,74 CHESTER MAINE RD,,"NORTH STONINGTON CT, 06359-1303",NORTH STONINGTON,CT,06359,(860) 535-0202,susans@jedwardswinery.com,www.jedwardswinery.com,10/28/2016 10:10:12 AM
JVW CORPORATION,1474 ALEXANDER VALLEY RD,,"HEALDSBURG CA, 95448",HEALDSBURG,CA,95448,(707) 431-5273,lboscolo@jordanwinery.com,www.jordanwinery.com,10/28/2016 10:10:12 AM
J CELLARS INVESTMENTS LLC,4455 ST HELENA HWY,,"CALISTOGA CA, 94515-9633",CALISTOGA,CA,94515,(707) 287-3532,canardvyds@gmail.com,,10/28/2016 10:10:12 AM
JOSEPH PHELPS VINEYARDS LLC,200 TAPLIN RD,,"ST HELENA CA, 94574-9544",ST HELENA,CA,94574,(707) 963-9733,,,10/28/2016 10:10:12 AM
FINKELSTEIN VINEYARDS,2332 SILVERADO TRAIL,,"NAPA CA, 94558-2045",NAPA,CA,94558,(707) 252-4725,eva@winecompliance.com,,10/28/2016 10:10:12 AM
JUNIATA VALLEY WINERY INC,19175 RTE 35 S,,"MIFFLIN PA, 17058-7278",MIFFLIN,PA,17058,(717) 436-5400,GEORGEHAZARD@GMAIL.COM,,10/28/2016 10:10:12 AM
PCJ INC,2900 SPRING MOUNTAIN RD,,"ST HELENA CA, 94574-1704",ST HELENA,CA,94574,(707) 252-4725,eva@winecompliance.com,,10/28/2016 10:10:12 AM
JUSTIN VINEYARDS & WINERY LLC,11680 CHIMNEY ROCK RD,,"PASO ROBLES CA, 93446",PASO ROBLES,CA,93446,,Justin@compli-beverage.com,,10/28/2016 10:10:12 AM
KAPCSANDY FAMILY LLC,PO Box 3717,,"YOUNTVILLE CA, 94599",YOUNTVILLE,CA,94599,(707) 948-3100,phyllis@kapcsandywines.com,www.kapcsandywines.com,10/28/2016 10:10:12 AM
KEEVER VINEYARDS LLC,26 VINEYARD VIEW DR,,"NAPA CA, 94558",NAPA,CA,94558,(866) 661-4190,melissa@wineindustrycompliance.com,,10/28/2016 10:10:12 AM
JACKSON FAMILY WINES INC,5620 SKYLANE BLVD,,"SANTA ROSA CA, 95403",SANTA ROSA,CA,95403,(707) 547-4798,Dezerlee.Reeves@jfwmail.com,,10/28/2016 10:10:13 AM
KENZO ESTATE INC,3200 MONTICELLO  RD,,"NAPA CA, 94558",NAPA,CA,94558,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:13 AM
KESTREL PROPERTIES LLC,2890 LEE RD,,"PROSSER WA, 99350-5520",PROSSER,WA,99350,,busmgr@kestrelwines.com,www.kestrelwines.com,10/28/2016 10:10:13 AM
KESWICK WINERY LLC,1575 KESWICK WINERY DR,,"KESWICK VA, 22947-1802",KESWICK,VA,22947,(434) 244-3341,katschornberg@keswickvineyards.com,www.keswickvineyards.com,10/28/2016 10:10:13 AM
KIEU HOANG WINERY LLC,1285 DEALY  LANE,,"NAPA CA, 94559",NAPA,CA,94559,(509) 876-2461,lindsey@wcsofww.com,www.wcsofww.com,10/28/2016 10:10:13 AM
KING ESTATE WINERY LP,80854 TERRITORIAL RD,,"EUGENE OR, 97405",EUGENE,OR,97405,(541) 942-9874,mattg@kingestate.com,www.kingestate.com,10/28/2016 10:10:13 AM
KING FAMILY VINEYARDS LLC,6637 ROSELAND FARM,,"CROZET VA, 22932",CROZET,VA,22932,(434) 823-7800,admin@kingfamilyvineyards.com,www.kingfamilyvineyards.com,10/28/2016 10:10:13 AM
KING FERRY WINERY,658 LAKE RD,,"KING FERRY NY, 13081",KING FERRY,NY,13081,(315) 364-5100,EVENTS@TRELEAVENWINES.COM,www.treleavenwines.com,10/28/2016 10:10:13 AM
KNIGHTS BRIDGE WINERY LLC,5055 SOLANO AVE,,"NAPA CA, 94558-1326",NAPA,CA,94558,,knights.bridge@compli-beverage.com,,10/28/2016 10:10:13 AM
ERIK MILLER WINES INC,4791 DRY CREEK RD,,"HEALDSBURG CA, 95448",HEALDSBURG,CA,95448,(707) 433-0205,kimia@kokomowines.com,www.kokomowines.com,10/28/2016 10:10:13 AM
KB WINES LLC,6751 LAGUNA PKY,,"SEBASTOPOL CA, 95472-3445",SEBASTOPOL,CA,95472,(805) 239-4502,KB.Wines@compli-beverage.com,,10/28/2016 10:10:13 AM
KRUPP BROTHERS LLC,45 ENTERPRISE CT,"UNITS 1,3,4","NAPA CA, 94558",NAPA,CA,94558,(866) 661-4190,karyn@wineindustrycompliance.com,,10/28/2016 10:10:13 AM
KULETO VILLA LLC,2470 SAGE CANYON RD,,"ST HELENA CA, 94574",ST HELENA,CA,94574,(707) 708-7641,compliance@foleyfamilywines.com,www.foleyfamilywines.com,10/28/2016 10:10:13 AM
LOWDEN SCHOOLHOUSE CORP,41 LOWDEN SCHOOL RD,,"LOWDEN WA, 99360",LOWDEN,WA,99360,,lecole@compli-beverage.com,,10/28/2016 10:10:13 AM
JACKSON FAMILY WINES INC,3680 / 3690 LAUGHLIN RD,,"WINDSOR CA, 95492",WINDSOR,CA,95492,(707) 547-4798,Dezerlee.Reeves@jfwmail.com,,10/28/2016 10:10:13 AM
TANDEM WINES LLC,4900 W DRY CREEK RD,,"HEALDSBURG CA, 95448-9721",HEALDSBURG,CA,95448,,la.follette@compli-beverage.com,,10/28/2016 10:10:13 AM
JACKSON FAMILY WINES INC,1102 LOS POSADAS RD,,"ANGWIN CA, 94508",ANGWIN,CA,94508,(707) 547-4798,Dezerlee.Reeves@jfwmail.com,,10/28/2016 10:10:13 AM
STEPHEN T LAGIER & CAROLE P MEREDITH,1075 GOLDEN GATE DR,,"NAPA CA, 94558",NAPA,CA,94558,,mail@lagiermeredith.com,www.lagiermeredith.com,10/28/2016 10:10:13 AM
LAIL VINEYARDS LLC,335 WEST LANE,,"ANGWIN CA, 94508-9606",ANGWIN,CA,94508,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:13 AM
LAKEWOOD VINEYARDS,4024 STATE RTE,,"WATKINS GLEN NY, 14891",WATKINS GLEN,NY,14891,,lwoodwine@aol.com,,10/28/2016 10:10:13 AM
LANCASTER ESTATE VINEYARD & WINERY,15001 CHALK HILL RD,,"HEALDSBURG CA, 95448-9027",HEALDSBURG,CA,95448,(707) 708-7641,compliance@foleyfamilywines.com,www.foleyfamilywines.com,10/28/2016 10:10:13 AM
JUSTIN VINEYARDS & WINERY LLC,101 ADOBE CANYON RD,,"KENWOOD CA, 95452-9045",KENWOOD,CA,95452,(805) 239-4502,Landmark@compli-beverage.com,,10/28/2016 10:10:13 AM
LANGE WINERY LLC,18380 NE BUENA VISTA DR,,"DUNDEE OR, 97115-9104",DUNDEE,OR,97115,(503) 318-9312,,,10/28/2016 10:10:13 AM
LASSETER FAMILY WINERY LLC,ONE VINTAGE LANE,,"GLEN ELLEN CA, 95442-9415",GLEN ELLEN,CA,95442,(707) 578-7807,paula@complianceservice.com,,10/28/2016 10:10:13 AM
LAUREL HIGHLANDS MEADERY LLC,3345 CLAY PIKE ST,,"HERMINIE PA, 15637-1492",HERMINIE,PA,15637,(724) 454-5413,Info@LaurelHighlandsMeadery.com,www.laurelhighlandsmeadery.com,10/28/2016 10:10:13 AM
BARBARA A NORDBERG,1754 OLD GRADE RD,,"FALLS CREEK PA, 15840-4016",FALLS CREEK,PA,15840,(814) 371-0221,LAURELMTN@BROCKWAYTV.COM,www.brockwaytv.com,10/28/2016 10:10:13 AM
LEONESSE CELLARS LLC,38311 DE PORTOLA RD,,"TEMECULA CA, 92592",TEMECULA,CA,92592,,Leonesse@compli-beverage.com,,10/28/2016 10:10:13 AM
LEONETTI CELLAR LLC,1875 FOOTHILLS LANE,,"WALLA WALLA WA, 99362-9052",WALLA WALLA,WA,99362,(509) 525-1428,kkitamura@figginsfamily.com,www.figginsfamily.com,10/28/2016 10:10:13 AM
LC WINE,4101 BIG RANCH RD,,"NAPA CA, 94558",NAPA,CA,94558,(707) 255-3400,melissa@lewiscellars.com,www.lewiscellars.com,10/28/2016 10:10:13 AM
THE LITTORAI WINES,788 GOLD RIDGE RD,,"SEBASTOPOL CA, 95472",SEBASTOPOL,CA,95472,(707) 823-9586,shannon@littorai.com,www.littorai.com,10/28/2016 10:10:13 AM
LOBO WINES LLC,2275 SODA CANYON RD,,"NAPA CA, 94558-9201",NAPA,CA,94558,(707) 252-4725,jw1@winecompliance.com,,10/28/2016 10:10:14 AM
LONG MEADOW RANCH WINERY INC,1775 WHITEHALL LANE,,"ST HELENA CA, 94574",ST HELENA,CA,94574,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:14 AM
LUCAS & LEWELLEN,132 EASY ST,,"BUELLTON CA, 93427",BUELLTON,CA,93427,(805) 686-1081,lynne@llwine.com,www.llwine.com,10/28/2016 10:10:14 AM
LUCAS VINEYARDS INC,3862 COUNTY RD 150,,"INTERLAKEN NY, 14847-9653",INTERLAKEN,NY,14847,(607) 532-4825,RUTHIE@LUCASVINEYARDS.COM,www.lucasvineyards.com,10/28/2016 10:10:14 AM
LYNMAR WINERY LLC,3905 FREI RD,,"SEBASTOPOL CA, 95472-2311",SEBASTOPOL,CA,95472,(707) 284-2828,licensing@compliance-connect.com,,10/28/2016 10:10:14 AM
MAC WINES LLC,35265 WILLOW AV,,"CLARKSBURG CA, 95216",CLARKSBURG,CA,95216,(707) 933-9752,info@threewinecompany.com,www.threewinecompany.com,10/28/2016 10:10:14 AM
WEST COAST WINE PARTNERS LLC,777 MADRONE RD,,"GLEN ELLEN CA, 95442",GLEN ELLEN,CA,95442,(707) 939-4500,wcwines@compli-beverage.com,,10/28/2016 10:10:14 AM
MAKK WINE LLC,979 SW ALDER ST,,"DUNDEE OR, 97115",DUNDEE,OR,97115,(503) 244-1748,info@anticaterra.com,www.anticaterra.com,10/28/2016 10:10:14 AM
MARIETTA CELLARS INC,22295 CHIANTI RD,,"GEYSERVILLE CA, 95441",GEYSERVILLE,CA,95441,(707) 284-2828,LICENSING@COMPLIANCE-CONNECT.COM,,10/28/2016 10:10:14 AM
MARK HEROLD WINES LLC,100 NAPA JUNCTION RD,,"AMERICAN CANYON CA, 94503",AMERICAN CANYON,CA,94503,(707) 256-3111,compliance@heroldwines.com,www.heroldwines.com,10/28/2016 10:10:14 AM
MARTIN RAY WINERY INC,2191 LAGUNA RD,,"SANTA ROSA CA, 95401-3705",SANTA ROSA,CA,95401,,kevin@martinraywinery.com,www.martinraywinery.com,10/28/2016 10:10:14 AM
MARTINELLI WINERY INC,3360 RIVER RD,,"WINDSOR CA, 95492-9671",WINDSOR,CA,95492,(707) 525-1017,MARY@MARTINELLIWINERY.COM,www.martinelliwinery.com,10/28/2016 10:10:14 AM
V&C LLC,9774 HWY 14,,"GOLDENDALE WA, 98620",GOLDENDALE,WA,98620,(509) 773-1976,jenniferl@maryhillwinery.com,www.maryhillwinery.com,10/28/2016 10:10:14 AM
RANDY WILLIAM CURTIS MASON,7830-40 ST HELENA HWY,,"OAKVILLE CA, 94562",OAKVILLE,CA,94562,(707) 255-0658,winery@masoncellars.com,www.masoncellars.com,10/28/2016 10:10:14 AM
JACKSON FAMILY WINES INC,6097 BENNETT VALLEY RD,,"SANTA ROSA CA, 95404-8570",SANTA ROSA,CA,95404,(707) 547-4798,Dezerlee.Reeves@jfwmail.com,,10/28/2016 10:10:14 AM
MATTHIASSON FAMILY VINEYARDS LLC,110 CAMINO ORUGA ST,,"NAPA CA, 94558",NAPA,CA,94558,(707) 287-3532,matthiasson15@gmail.com,,10/28/2016 10:10:14 AM
"ROBERT MAZZA, INC.",11815 E LAKE RD,,"NORTH EAST PA, 16428-3363",NORTH EAST,PA,16428,(814) 725-8695,RMAZZA12@JUNO.COM,www.juno.com,10/28/2016 10:10:14 AM
MELVILLE WINERY LLC,5185 HWY 246 E,,"LOMPOC CA, 93436",LOMPOC,CA,93436,(805) 735-7030,megan@melvillewinery.com,www.melvillewinery.com,10/28/2016 10:10:14 AM
MER ET SOLEIL LLC,1290 RIVER RD,,"SALINAS CA, 93908",SALINAS,CA,93908,,mer.et.soliel@compli-beverage.com,,10/28/2016 10:10:14 AM
MERCER WINE ESTATES LLC,3100 LEE RD,,"PROSSER WA, 99350-6572",PROSSER,WA,99350,(509) 786-2097,suzief@mercerestates.com,www.mercerestates.com,10/28/2016 10:10:14 AM
MERRYVALE VINEYARDS LLC,1000 MAIN ST,,"ST HELENA CA, 94574",ST HELENA,CA,94574,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:15 AM
"FOLEY FAMILY WINES, INC.",424 CRYSTAL SPRINGS RD,,"SAINT HELENA CA, 94574-9666",SAINT HELENA,CA,94574,(707) 708-7641,compliance@foleyfamilywines.com,www.foleyfamilywines.com,10/28/2016 10:10:15 AM
METEOR VINEYARD LLC,335 WEST LANE,,"ANGWIN CA, 94508-9606",ANGWIN,CA,94508,(707) 265-0233,beth@thewacco.com,www.thewacco.com,10/28/2016 10:10:15 AM
PHILLIPS FARMS LLC,4580 W HIGHWAY 12,,"LODI CA, 95242-9529",LODI,CA,95242,(805) 239-4502,Michael.David@compli-beverage.com,,10/28/2016 10:10:15 AM
MIDDLETON FAMILY WINES LLC,4910 EDNA RD,,"SAN LUIS OBISPO CA, 93401",SAN LUIS OBISPO,CA,93401,(805) 239-4502,middleton@compli-beverage.com,,10/28/2016 10:10:15 AM
MILES WINE CELLARS LLC,168 RANDALL CROSSING RD,,"HIMROD NY, 14842",HIMROD,NY,14842,(607) 243-7742,mileswinecellars@msn.com,www.msn.com,10/28/2016 10:10:15 AM
MINER FAMILY WINERY LLC,7850 SILVERADO TRAIL,,"OAKVILLE CA, 94562",OAKVILLE,CA,94562,(707) 944-9500,villamor@minerwines.com,www.minerwines.com,10/28/2016 10:10:15 AM
CELEBRATION CELLARS LLC,33410 RANCHO CALIFORNIA RD,,"TEMECULA CA, 92591-4928",TEMECULA,CA,92591,(951) 506-5500,jason@miramontewinery.com,www.miramontewinery.com,10/28/2016 10:10:15 AM
MIXOLOSEUM LLC,1100 E HOWARD LANE,,"AUSTIN TX, 78753",AUSTIN,TX,78753,(415) 352-4406,andrew@mixparty.com,www.mixparty.com,10/28/2016 10:10:15 AM
MORGAN WINERY INC,526-B BRUNKEN AV,,"SALINAS CA, 93901",SALINAS,CA,93901,(805) 239-4502,morgan@compli-beverage.com,,10/28/2016 10:10:15 AM
THE MORLET SELECTION INC,2825 ST HELENA HWY N,,"ST HELENA CA, 94574-9655",ST HELENA,CA,94574,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:15 AM
MAZZA VINEYARDS INC,2775 LEBANON RD,,"MANHEIM PA, 17545",MANHEIM,PA,17545,(717) 665-7021,scott@parenfaire.com,www.parenfaire.com,10/28/2016 10:10:15 AM
MOUNT NITTANY VINEYARD & WINERY INC,300 HOUSER RD,,"CENTRE HALL PA, 16828-8002",CENTRE HALL,PA,16828,(814) 466-6373,sales@mtnittanywinery.com,www.mtnittanywinery.com,10/28/2016 10:10:15 AM
ONV WASHINGTON LLC,1489 W ROSE ST,,"WALLA WALLA WA, 99362-1645",WALLA WALLA,WA,99362,(707) 963-5537,dennis@mullanroadcellars.com,www.mullanroadcellars.com,10/28/2016 10:10:15 AM
MUSCARDINI CELLARS LLC,10200 SONOMA HWY,,"KENWOOD CA, 95452",KENWOOD,CA,95452,(707) 933-9305,alice@muscardinicellars.com,www.muscardinicellars.com,10/28/2016 10:10:15 AM
NEAL FAMILY VINEYARDS LLC,716 LIPARITA AV,,"ANGWIN CA, 94508",ANGWIN,CA,94508,(707) 965-2800,info@nealvineyards.com,www.nealvineyards.com,10/28/2016 10:10:15 AM
NEWTON VINEYARD LLC,2555 MADRONA AV,,"ST HELENA CA, 94574",ST HELENA,CA,94574,(707) 204-7410,newton.vineyards@compli-beverage.com,,10/28/2016 10:10:15 AM
OBLOQUY INC,1750 N VENTURA AV,,"VENTURA CA, 93001",VENTURA,CA,93001,(805) 649-1291,wine@nextofkyn.net,www.nextofkyn.net,10/28/2016 10:10:15 AM
FN CELLARS LLC,8164 ST HELENA HWY,,"OAKVILLE CA, 95462",OAKVILLE,CA,95462,(707) 967-9600,ssmith@fn-mail.com,,10/28/2016 10:10:15 AM
HARMELL CELLARS LLC,269 NARCISSA PL,,"WALLA WALLA WA, 99362",WALLA WALLA,WA,99362,(509) 876-2461,lindsey@wcsofww.com,www.wcsofww.com,10/28/2016 10:10:15 AM
NOVA WINES INC,7830-40 ST HELENA HWY,,"OAKVILLE CA, 94562",OAKVILLE,CA,94562,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:15 AM
O'BRIEN FAMILY VINEYARDS LLC,1200 ORCHARD AV,,"NAPA CA, 94558",NAPA,CA,94558,,COASTALCOMPLIANCE@COMCAST.NET,,10/28/2016 10:10:15 AM
Oakville Ranch Winery Inc,7781 SILVERADO TRAIL,,"NAPA CA, 94558",NAPA,CA,94558,(707) 265-0223,beth@thewacco.com,www.thewacco.com,10/28/2016 10:10:15 AM
HOPE WINE LLC,1907 N KELLY RD,,"NAPA CA, 94558",NAPA,CA,94558,(707) 284-2828,info@hopewine.com,www.hopewine.com,10/28/2016 10:10:15 AM
SISYPHUS LLC,255 LONG RANCH RD,,"ST HELENA CA, 94574",ST HELENA,CA,94574,,ovid@compli-beverage.com,,10/28/2016 10:10:15 AM
PAHLMEYER LLC,811 ST HELENA HWY S,#202,"ST HELENA CA, 94574-2266",ST HELENA,CA,94574,(707) 252-4725,reg2@winecompliance.com,,10/28/2016 10:10:15 AM
CEDAR KNOLL VINEYARDS INC,4029 HAGEN RD,,"NAPA CA, 94558-3818",NAPA,CA,94558,,palmaz.vineyard@compli-beverage.com,,10/28/2016 10:10:15 AM
DAMSKEY FAMILY WINES LLC,2191 LAGUNA RD,,"SANTA ROSA CA, 95401",SANTA ROSA,CA,95401,(707) 284-2828,licensing@compliance-connect.com,,10/28/2016 10:10:15 AM
PALOMA VINEYARD LLC,4013 SPRING MOUNTAIN RD,,"ST HELENA CA, 94574",ST HELENA,CA,94574,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:15 AM
RENNICK J HARRIS & MARILYN L HARRIS,1277  DWYER RD,,"OAKVILLE CA, 94562",OAKVILLE,CA,94562,(866) 661-4190,melissa@wineindustrycompliance.com,,10/28/2016 10:10:15 AM
PAUL HOBBS WINERY LP,3355 GRAVENSTEIN HWY N,,"SEBASTOPOL CA, 95472",SEBASTOPOL,CA,95472,(707) 824-9879,mhaber@paulhobbs.com,www.paulhobbs.com,10/28/2016 10:10:16 AM
PEAY VINEYARDS LLC,227 TREADWAY DR,,"CLOVERDALE CA, 95425",CLOVERDALE,CA,95425,(866) 661-4190,karyn@wineindustrycompliance.com,,10/28/2016 10:10:16 AM
,9119 GRATON RD,,"GRATON CA, 95444",GRATON,CA,95444,(209) 482-5792,Peirano.Estate@compli-beverage.com,,10/28/2016 10:10:16 AM
PEJU FAMILY OPERATING PARTNERSHIP LP,8466 ST HELENA HWY,,"RUTHERFORD CA, 94573",RUTHERFORD,CA,94573,(707) 963-3600,compliance@peju.com,www.peju.com,10/28/2016 10:10:16 AM
PELLEGRINI RANCHES INC,4055 WEST OLIVET LN,,"SANTA ROSA CA, 95401-3839",SANTA ROSA,CA,95401,(707) 284-2828,licensing@compliance-connect.com,,10/28/2016 10:10:16 AM
WILLIAM PENN CORP,1016 SAVILLE AVE,,"EDDYSTONE PA, 19022",EDDYSTONE,PA,19022,,CARLEY@PENNSWOODSWINERY.COM,www.pennswoodswinery.com,10/28/2016 10:10:16 AM
PENROSE LANE LIMITED,499 MOORE LANE,,"HEALDSBURG CA, 95448",HEALDSBURG,CA,95448,,penrose.hill@compli-beverage.com,,10/28/2016 10:10:16 AM
PAVITT FAMILY VINEYARDS LLC,4660 SILVERADO TRAIL,,"CALISTOGA CA, 94515",CALISTOGA,CA,94515,(707) 942-4787,ancompliance@gmail.com,,10/28/2016 10:10:16 AM
PICKETT ROAD WINE COMPANY LLC,2339 PICKETT RD,,"CALISTOGA CA, 94515",CALISTOGA,CA,94515,(866) 661-4190,brenda@wineindustrycompliance.com,,10/28/2016 10:10:16 AM
PINA CELLARS LP,8060 SILVERADO TRAIL,,"NAPA CA, 94558-9434",NAPA,CA,94558,(707) 265-0233,BETH@THEWACCO.COM,www.thewacco.com,10/28/2016 10:10:16 AM
PINE RIDGE WINERY LLC,5901 SILVERADO TRAIL,,"NAPA CA, 94558-9417",NAPA,CA,94558,(707) 260-0922,jeanette.wemette@crimsonwinegroup.com,www.crimsonwinegroup.com,10/28/2016 10:10:16 AM
PONZI VINEYARDS LLC,19500 SW MOUNTAIN HOME  RD,,"SHERWOOD OR, 97140",SHERWOOD,OR,97140,(503) 628-1227,orders@ponziwines.com,www.ponziwines.com,10/28/2016 10:10:16 AM
PRAGER WINERY & PORT WORKS INC,1281 LEWELLING LANE,,"ST HELENA CA, 94574-2235",ST HELENA,CA,94574,,eva@winecompliance.com,,10/28/2016 10:10:16 AM
PRAIRIE BERRY LLC,23837 HWY 385,,"HILL CITY SD, 57745-6517",HILL CITY,SD,57745,(605) 574-3898,deniseh@prairieberry.com,www.prairieberry.com,10/28/2016 10:10:16 AM
PROMONTORY LLC,1595 OAKVILLE GRADE RD,,"OAKVILLE CA, 94562",OAKVILLE,CA,94562,(707) 578-7807,paula@complianceservice.com,,10/28/2016 10:10:16 AM
MOUNT VEEDER SPRINGS LLC,3730 SILVERADO TRAIL,,"ST HELENA CA, 94574",ST HELENA,CA,94574,(866) 661-4190,melissa@wineindustrycompliance.com,,10/28/2016 10:10:16 AM
QUADY SOUTH WINERY LLC,13181 ROAD 24,,"MADERA CA, 93637",MADERA,CA,93637,(866) 661-4190,karyn@wineindustrycompliance.com,,10/28/2016 10:10:16 AM
HUNEEUS VINTNERS LLC,1601 SILVERADO TRAIL,,"RUTHERFORD CA, 94573",RUTHERFORD,CA,94573,(510) 964-7901,dleon@cqaconsult.net,,10/28/2016 10:10:16 AM
PJK WINERY LLC,4900 W DRY CREEK RD,,"HEALDSBURG CA, 95448-9721",HEALDSBURG,CA,95448,(805) 239-4502,Quivira@compli-beverage.com,,10/28/2016 10:10:16 AM
BRANDON BORGER,613 BLAKESLEE BLVD E,UNIT 104,"LEHIGHTON PA, 18235-8766",LEHIGHTON,PA,18235,,NORTHEASTHOMEBREWSUPPLY@GMAIL.COM,,10/28/2016 10:10:16 AM
RADIO-COTEAU WINE CELLARS LLC,2040 BARLOW LANE,,"SEBASTOPOL CA, 95472",SEBASTOPOL,CA,95472,(707) 823-2578,inquiry@radiocoteau.com,www.radiocoteau.com,10/28/2016 10:10:17 AM
CANA CELLARS INC,14437 HUME RD,,"HUNTLY VA, 22640",HUNTLY,VA,22640,(540) 635-9398,teresa@rcellars.com,www.rcellars.com,10/28/2016 10:10:17 AM
THIS REALM LLC,3468 SILVERADO TRAIL N,,"SAINT HELENA CA, 94574-9662",SAINT HELENA,CA,94574,(800) 400-1353,realm@csa-compliance.com,,10/28/2016 10:10:17 AM
RED TAIL RIDGE INC,846 STATE ROUTE 14,,"PENN YAN NY, 14527",PENN YAN,NY,14527,,danielle@redtailridgewinery.com,www.redtailridgewinery.com,10/28/2016 10:10:17 AM
REECE WINERY LLC,132 4TH ST,,"MCDONALD PA, 15057-1113",MCDONALD,PA,15057,(724) 492-1569,REECEWINERY@YAHOO.COM,,10/28/2016 10:10:17 AM
REGUSCI WINERY INC,5584 SILVERADO TRL,,"NAPA CA, 94558-9411",NAPA,CA,94558,(805) 239-4502,regusci.winery@compli-beverage.com,,10/28/2016 10:10:17 AM
CHARLES REININGER LLC,5858 OLD HIGHWAY 12,,"WALLA WALLA WA, 99362-7291",WALLA WALLA,WA,99362,(509) 876-2461,karla@wcsofww.com,www.wcsofww.com,10/28/2016 10:10:17 AM
THE RENEGADE WINERY LLC,219 E BROAD ST,,"EAST STROUDSBURG PA, 18301-2307",EAST STROUDSBURG,PA,18301,(570) 350-2638,,,10/28/2016 10:10:17 AM
REVANA FAMILY PARTNERS,2930 ST HELENA HWY N,,"SAINT HELENA CA, 94574-9701",SAINT HELENA,CA,94574,,sampbooking@gmail.com,,10/28/2016 10:10:17 AM
RHYS VINEYARDS LLC,11715 SKYLINE BLVD,,"LOS GATOS CA, 95033-9588",LOS GATOS,CA,95033,(707) 284-2828,licensing@compliance-connect.com,,10/28/2016 10:10:17 AM
